time_window,source_zone,target_zone,vessel_count
1/25/2018 12:00,外围区,近港区,0
1/25/2018 13:00,核心区,近港区,1
1/25/2018 13:00,核心区,外围区,0
1/25/2018 13:00,近港区,核心区,1
1/25/2018 13:00,近港区,外围区,0
1/25/2018 13:00,外围区,核心区,0
1/25/2018 13:00,外围区,近港区,0
1/25/2018 14:00,核心区,近港区,2
1/25/2018 14:00,核心区,外围区,0
1/25/2018 14:00,近港区,核心区,1
1/25/2018 14:00,近港区,外围区,0
1/25/2018 14:00,外围区,核心区,0
1/25/2018 14:00,外围区,近港区,1
1/25/2018 15:00,核心区,近港区,1
1/25/2018 15:00,核心区,外围区,0
1/25/2018 15:00,近港区,核心区,2
1/25/2018 15:00,近港区,外围区,0
1/25/2018 15:00,外围区,核心区,0
1/25/2018 15:00,外围区,近港区,0
1/25/2018 16:00,核心区,近港区,1
1/25/2018 16:00,核心区,外围区,0
1/25/2018 16:00,近港区,核心区,1
1/25/2018 16:00,近港区,外围区,0
1/25/2018 16:00,外围区,核心区,0
1/25/2018 16:00,外围区,近港区,0
1/25/2018 17:00,核心区,近港区,1
1/25/2018 17:00,核心区,外围区,0
1/25/2018 17:00,近港区,核心区,1
1/25/2018 17:00,近港区,外围区,0
1/25/2018 17:00,外围区,核心区,0
1/25/2018 17:00,外围区,近港区,1
1/25/2018 18:00,核心区,近港区,2
1/25/2018 18:00,核心区,外围区,0
1/25/2018 18:00,近港区,核心区,1
1/25/2018 18:00,近港区,外围区,0
1/25/2018 18:00,外围区,核心区,0
1/25/2018 18:00,外围区,近港区,1
1/25/2018 19:00,核心区,近港区,2
1/25/2018 19:00,核心区,外围区,0
1/25/2018 19:00,近港区,核心区,1
1/25/2018 19:00,近港区,外围区,1
1/25/2018 19:00,外围区,核心区,0
1/25/2018 19:00,外围区,近港区,0
1/25/2018 20:00,核心区,近港区,0
1/25/2018 20:00,核心区,外围区,0
1/25/2018 20:00,近港区,核心区,1
1/25/2018 20:00,近港区,外围区,0
1/25/2018 20:00,外围区,核心区,0
1/25/2018 20:00,外围区,近港区,0
1/25/2018 21:00,核心区,近港区,0
1/25/2018 21:00,核心区,外围区,0
1/25/2018 21:00,近港区,核心区,0
1/25/2018 21:00,近港区,外围区,0
1/25/2018 21:00,外围区,核心区,0
1/25/2018 21:00,外围区,近港区,0
1/25/2018 22:00,核心区,近港区,2
1/25/2018 22:00,核心区,外围区,0
1/25/2018 22:00,近港区,核心区,1
1/25/2018 22:00,近港区,外围区,0
1/25/2018 22:00,外围区,核心区,0
1/25/2018 22:00,外围区,近港区,0
1/25/2018 23:00,核心区,近港区,1
1/25/2018 23:00,核心区,外围区,0
1/25/2018 23:00,近港区,核心区,1
1/25/2018 23:00,近港区,外围区,0
1/25/2018 23:00,外围区,核心区,0
1/25/2018 23:00,外围区,近港区,0
1/26/2018 0:00,核心区,近港区,0
1/26/2018 0:00,核心区,外围区,0
1/26/2018 0:00,近港区,核心区,1
1/26/2018 0:00,近港区,外围区,0
1/26/2018 0:00,外围区,核心区,0
1/26/2018 0:00,外围区,近港区,0
1/26/2018 1:00,核心区,近港区,0
1/26/2018 1:00,核心区,外围区,0
1/26/2018 1:00,近港区,核心区,0
1/26/2018 1:00,近港区,外围区,0
1/26/2018 1:00,外围区,核心区,0
1/26/2018 1:00,外围区,近港区,0
1/26/2018 2:00,核心区,近港区,1
1/26/2018 2:00,核心区,外围区,0
1/26/2018 2:00,近港区,核心区,1
1/26/2018 2:00,近港区,外围区,0
1/26/2018 2:00,外围区,核心区,0
1/26/2018 2:00,外围区,近港区,0
1/26/2018 3:00,核心区,近港区,1
1/26/2018 3:00,核心区,外围区,0
1/26/2018 3:00,近港区,核心区,1
1/26/2018 3:00,近港区,外围区,0
1/26/2018 3:00,外围区,核心区,0
1/26/2018 3:00,外围区,近港区,0
1/26/2018 4:00,核心区,近港区,0
1/26/2018 4:00,核心区,外围区,0
1/26/2018 4:00,近港区,核心区,0
1/26/2018 4:00,近港区,外围区,0
1/26/2018 4:00,外围区,核心区,0
1/26/2018 4:00,外围区,近港区,0
1/26/2018 5:00,核心区,近港区,0
1/26/2018 5:00,核心区,外围区,0
1/26/2018 5:00,近港区,核心区,0
1/26/2018 5:00,近港区,外围区,0
1/26/2018 5:00,外围区,核心区,0
1/26/2018 5:00,外围区,近港区,1
1/26/2018 6:00,核心区,近港区,2
1/26/2018 6:00,核心区,外围区,1
1/26/2018 6:00,近港区,核心区,0
1/26/2018 6:00,近港区,外围区,0
1/26/2018 6:00,外围区,核心区,0
1/26/2018 6:00,外围区,近港区,0
1/26/2018 7:00,核心区,近港区,1
1/26/2018 7:00,核心区,外围区,1
1/26/2018 7:00,近港区,核心区,1
1/26/2018 7:00,近港区,外围区,0
1/26/2018 7:00,外围区,核心区,0
1/26/2018 7:00,外围区,近港区,1
1/26/2018 8:00,核心区,近港区,1
1/26/2018 8:00,核心区,外围区,0
1/26/2018 8:00,近港区,核心区,1
1/26/2018 8:00,近港区,外围区,1
1/26/2018 8:00,外围区,核心区,0
1/26/2018 8:00,外围区,近港区,0
1/26/2018 9:00,核心区,近港区,1
1/26/2018 9:00,核心区,外围区,0
1/26/2018 9:00,近港区,核心区,1
1/26/2018 9:00,近港区,外围区,0
1/26/2018 9:00,外围区,核心区,1
1/26/2018 9:00,外围区,近港区,1
1/26/2018 10:00,核心区,近港区,2
1/26/2018 10:00,核心区,外围区,0
1/26/2018 10:00,近港区,核心区,1
1/26/2018 10:00,近港区,外围区,0
1/26/2018 10:00,外围区,核心区,0
1/26/2018 10:00,外围区,近港区,0
1/26/2018 11:00,核心区,近港区,2
1/26/2018 11:00,核心区,外围区,0
1/26/2018 11:00,近港区,核心区,1
1/26/2018 11:00,近港区,外围区,1
1/26/2018 11:00,外围区,核心区,0
1/26/2018 11:00,外围区,近港区,0
1/26/2018 12:00,核心区,近港区,0
1/26/2018 12:00,核心区,外围区,0
1/26/2018 12:00,近港区,核心区,1
1/26/2018 12:00,近港区,外围区,0
1/26/2018 12:00,外围区,核心区,0
1/26/2018 12:00,外围区,近港区,0
1/26/2018 13:00,核心区,近港区,1
1/26/2018 13:00,核心区,外围区,0
1/26/2018 13:00,近港区,核心区,1
1/26/2018 13:00,近港区,外围区,0
1/26/2018 13:00,外围区,核心区,0
1/26/2018 13:00,外围区,近港区,0
1/26/2018 14:00,核心区,近港区,2
1/26/2018 14:00,核心区,外围区,0
1/26/2018 14:00,近港区,核心区,1
1/26/2018 14:00,近港区,外围区,0
1/26/2018 14:00,外围区,核心区,0
1/26/2018 14:00,外围区,近港区,1
1/26/2018 15:00,核心区,近港区,1
1/26/2018 15:00,核心区,外围区,0
1/26/2018 15:00,近港区,核心区,2
1/26/2018 15:00,近港区,外围区,0
1/26/2018 15:00,外围区,核心区,0
1/26/2018 15:00,外围区,近港区,0
1/26/2018 16:00,核心区,近港区,1
1/26/2018 16:00,核心区,外围区,0
1/26/2018 16:00,近港区,核心区,1
1/26/2018 16:00,近港区,外围区,0
1/26/2018 16:00,外围区,核心区,0
1/26/2018 16:00,外围区,近港区,0
1/26/2018 17:00,核心区,近港区,1
1/26/2018 17:00,核心区,外围区,0
1/26/2018 17:00,近港区,核心区,1
1/26/2018 17:00,近港区,外围区,0
1/26/2018 17:00,外围区,核心区,0
1/26/2018 17:00,外围区,近港区,1
1/26/2018 18:00,核心区,近港区,2
1/26/2018 18:00,核心区,外围区,0
1/26/2018 18:00,近港区,核心区,1
1/26/2018 18:00,近港区,外围区,0
1/26/2018 18:00,外围区,核心区,0
1/26/2018 18:00,外围区,近港区,1
1/26/2018 19:00,核心区,近港区,2
1/26/2018 19:00,核心区,外围区,0
1/26/2018 19:00,近港区,核心区,1
1/26/2018 19:00,近港区,外围区,1
1/26/2018 19:00,外围区,核心区,0
1/26/2018 19:00,外围区,近港区,0
1/26/2018 20:00,核心区,近港区,0
1/26/2018 20:00,核心区,外围区,0
1/26/2018 20:00,近港区,核心区,2
1/26/2018 20:00,近港区,外围区,0
1/26/2018 20:00,外围区,核心区,0
1/26/2018 20:00,外围区,近港区,0
1/26/2018 21:00,核心区,近港区,0
1/26/2018 21:00,核心区,外围区,0
1/26/2018 21:00,近港区,核心区,0
1/26/2018 21:00,近港区,外围区,0
1/26/2018 21:00,外围区,核心区,0
1/26/2018 21:00,外围区,近港区,0
1/26/2018 22:00,核心区,近港区,2
1/26/2018 22:00,核心区,外围区,0
1/26/2018 22:00,近港区,核心区,1
1/26/2018 22:00,近港区,外围区,0
1/26/2018 22:00,外围区,核心区,0
1/26/2018 22:00,外围区,近港区,0
1/26/2018 23:00,核心区,近港区,1
1/26/2018 23:00,核心区,外围区,0
1/26/2018 23:00,近港区,核心区,1
1/26/2018 23:00,近港区,外围区,0
1/26/2018 23:00,外围区,核心区,0
1/26/2018 23:00,外围区,近港区,0
1/27/2018 0:00,核心区,近港区,0
1/27/2018 0:00,核心区,外围区,0
1/27/2018 0:00,近港区,核心区,1
1/27/2018 0:00,近港区,外围区,0
1/27/2018 0:00,外围区,核心区,0
1/27/2018 0:00,外围区,近港区,0
1/27/2018 1:00,核心区,近港区,0
1/27/2018 1:00,核心区,外围区,0
1/27/2018 1:00,近港区,核心区,0
1/27/2018 1:00,近港区,外围区,0
1/27/2018 1:00,外围区,核心区,0
1/27/2018 1:00,外围区,近港区,0
1/27/2018 2:00,核心区,近港区,1
1/27/2018 2:00,核心区,外围区,0
1/27/2018 2:00,近港区,核心区,1
1/27/2018 2:00,近港区,外围区,0
1/27/2018 2:00,外围区,核心区,0
1/27/2018 2:00,外围区,近港区,0
1/27/2018 3:00,核心区,近港区,1
1/27/2018 3:00,核心区,外围区,0
1/27/2018 3:00,近港区,核心区,1
1/27/2018 3:00,近港区,外围区,0
1/27/2018 3:00,外围区,核心区,0
1/27/2018 3:00,外围区,近港区,0
1/27/2018 4:00,核心区,近港区,0
1/27/2018 4:00,核心区,外围区,0
1/27/2018 4:00,近港区,核心区,0
1/27/2018 4:00,近港区,外围区,0
1/27/2018 4:00,外围区,核心区,0
1/27/2018 4:00,外围区,近港区,0
1/27/2018 5:00,核心区,近港区,0
1/27/2018 5:00,核心区,外围区,0
1/27/2018 5:00,近港区,核心区,0
1/27/2018 5:00,近港区,外围区,0
1/27/2018 5:00,外围区,核心区,0
1/27/2018 5:00,外围区,近港区,1
1/27/2018 6:00,核心区,近港区,2
1/27/2018 6:00,核心区,外围区,1
1/27/2018 6:00,近港区,核心区,0
1/27/2018 6:00,近港区,外围区,0
1/27/2018 6:00,外围区,核心区,0
1/27/2018 6:00,外围区,近港区,0
1/27/2018 7:00,核心区,近港区,1
1/27/2018 7:00,核心区,外围区,1
1/27/2018 7:00,近港区,核心区,1
1/27/2018 7:00,近港区,外围区,0
1/27/2018 7:00,外围区,核心区,0
1/27/2018 7:00,外围区,近港区,1
1/27/2018 8:00,核心区,近港区,1
1/27/2018 8:00,核心区,外围区,0
1/27/2018 8:00,近港区,核心区,1
1/27/2018 8:00,近港区,外围区,1
1/27/2018 8:00,外围区,核心区,0
1/27/2018 8:00,外围区,近港区,0
1/27/2018 9:00,核心区,近港区,1
1/27/2018 9:00,核心区,外围区,0
1/27/2018 9:00,近港区,核心区,1
1/27/2018 9:00,近港区,外围区,0
1/27/2018 9:00,外围区,核心区,1
1/27/2018 9:00,外围区,近港区,1
1/27/2018 10:00,核心区,近港区,2
1/27/2018 10:00,核心区,外围区,0
1/27/2018 10:00,近港区,核心区,1
1/27/2018 10:00,近港区,外围区,0
1/27/2018 10:00,外围区,核心区,0
1/27/2018 10:00,外围区,近港区,0
1/27/2018 11:00,核心区,近港区,2
1/27/2018 11:00,核心区,外围区,0
1/27/2018 11:00,近港区,核心区,1
1/27/2018 11:00,近港区,外围区,1
1/27/2018 11:00,外围区,核心区,0
1/27/2018 11:00,外围区,近港区,0
1/27/2018 12:00,核心区,近港区,0
1/27/2018 12:00,核心区,外围区,0
1/27/2018 12:00,近港区,核心区,1
1/27/2018 12:00,近港区,外围区,0
1/27/2018 12:00,外围区,核心区,0
1/27/2018 12:00,外围区,近港区,0
1/27/2018 13:00,核心区,近港区,1
1/27/2018 13:00,核心区,外围区,0
1/27/2018 13:00,近港区,核心区,1
1/27/2018 13:00,近港区,外围区,0
1/27/2018 13:00,外围区,核心区,0
1/27/2018 13:00,外围区,近港区,0
1/27/2018 14:00,核心区,近港区,2
1/27/2018 14:00,核心区,外围区,0
1/27/2018 14:00,近港区,核心区,1
1/27/2018 14:00,近港区,外围区,0
1/27/2018 14:00,外围区,核心区,0
1/27/2018 14:00,外围区,近港区,1
1/27/2018 15:00,核心区,近港区,1
1/27/2018 15:00,核心区,外围区,0
1/27/2018 15:00,近港区,核心区,2
1/27/2018 15:00,近港区,外围区,0
1/27/2018 15:00,外围区,核心区,0
1/27/2018 15:00,外围区,近港区,0
1/27/2018 16:00,核心区,近港区,1
1/27/2018 16:00,核心区,外围区,0
1/27/2018 16:00,近港区,核心区,1
1/27/2018 16:00,近港区,外围区,0
1/27/2018 16:00,外围区,核心区,0
1/27/2018 16:00,外围区,近港区,0
1/27/2018 17:00,核心区,近港区,1
1/27/2018 17:00,核心区,外围区,0
1/27/2018 17:00,近港区,核心区,1
1/27/2018 17:00,近港区,外围区,0
1/27/2018 17:00,外围区,核心区,0
1/27/2018 17:00,外围区,近港区,1
1/27/2018 18:00,核心区,近港区,2
1/27/2018 18:00,核心区,外围区,0
1/27/2018 18:00,近港区,核心区,1
1/27/2018 18:00,近港区,外围区,0
1/27/2018 18:00,外围区,核心区,0
1/27/2018 18:00,外围区,近港区,1
1/27/2018 19:00,核心区,近港区,2
1/27/2018 19:00,核心区,外围区,0
1/27/2018 19:00,近港区,核心区,1
1/27/2018 19:00,近港区,外围区,1
1/27/2018 19:00,外围区,核心区,0
1/27/2018 19:00,外围区,近港区,0
1/27/2018 20:00,核心区,近港区,0
1/27/2018 20:00,核心区,外围区,0
1/27/2018 20:00,近港区,核心区,2
1/27/2018 20:00,近港区,外围区,0
1/27/2018 20:00,外围区,核心区,0
1/27/2018 20:00,外围区,近港区,0
1/27/2018 21:00,核心区,近港区,0
1/27/2018 21:00,核心区,外围区,0
1/27/2018 21:00,近港区,核心区,0
1/27/2018 21:00,近港区,外围区,0
1/27/2018 21:00,外围区,核心区,0
1/27/2018 21:00,外围区,近港区,0
1/27/2018 22:00,核心区,近港区,2
1/27/2018 22:00,核心区,外围区,0
1/27/2018 22:00,近港区,核心区,1
1/27/2018 22:00,近港区,外围区,0
1/27/2018 22:00,外围区,核心区,0
1/27/2018 22:00,外围区,近港区,0
1/27/2018 23:00,核心区,近港区,1
1/27/2018 23:00,核心区,外围区,0
1/27/2018 23:00,近港区,核心区,1
1/27/2018 23:00,近港区,外围区,0
1/27/2018 23:00,外围区,核心区,0
1/27/2018 23:00,外围区,近港区,0
1/28/2018 0:00,核心区,近港区,0
1/28/2018 0:00,核心区,外围区,0
1/28/2018 0:00,近港区,核心区,1
1/28/2018 0:00,近港区,外围区,0
1/28/2018 0:00,外围区,核心区,0
1/28/2018 0:00,外围区,近港区,0
1/28/2018 1:00,核心区,近港区,0
1/28/2018 1:00,核心区,外围区,0
1/28/2018 1:00,近港区,核心区,0
1/28/2018 1:00,近港区,外围区,0
1/28/2018 1:00,外围区,核心区,0
1/28/2018 1:00,外围区,近港区,0
1/28/2018 2:00,核心区,近港区,1
1/28/2018 2:00,核心区,外围区,0
1/28/2018 2:00,近港区,核心区,1
1/28/2018 2:00,近港区,外围区,0
1/28/2018 2:00,外围区,核心区,0
1/28/2018 2:00,外围区,近港区,0
1/28/2018 3:00,核心区,近港区,1
1/28/2018 3:00,核心区,外围区,0
1/28/2018 3:00,近港区,核心区,1
1/28/2018 3:00,近港区,外围区,0
1/28/2018 3:00,外围区,核心区,0
1/28/2018 3:00,外围区,近港区,0
1/28/2018 4:00,核心区,近港区,0
1/28/2018 4:00,核心区,外围区,0
1/28/2018 4:00,近港区,核心区,0
1/28/2018 4:00,近港区,外围区,0
1/28/2018 4:00,外围区,核心区,0
1/28/2018 4:00,外围区,近港区,0
1/28/2018 5:00,核心区,近港区,0
1/28/2018 5:00,核心区,外围区,0
1/28/2018 5:00,近港区,核心区,0
1/28/2018 5:00,近港区,外围区,0
1/28/2018 5:00,外围区,核心区,0
1/28/2018 5:00,外围区,近港区,1
1/28/2018 6:00,核心区,近港区,2
1/28/2018 6:00,核心区,外围区,1
1/28/2018 6:00,近港区,核心区,0
1/28/2018 6:00,近港区,外围区,0
1/28/2018 6:00,外围区,核心区,0
1/28/2018 6:00,外围区,近港区,0
1/28/2018 7:00,核心区,近港区,1
1/28/2018 7:00,核心区,外围区,1
1/28/2018 7:00,近港区,核心区,1
1/28/2018 7:00,近港区,外围区,0
1/28/2018 7:00,外围区,核心区,0
1/28/2018 7:00,外围区,近港区,1
1/28/2018 8:00,核心区,近港区,1
1/28/2018 8:00,核心区,外围区,0
1/28/2018 8:00,近港区,核心区,1
1/28/2018 8:00,近港区,外围区,1
1/28/2018 8:00,外围区,核心区,0
1/28/2018 8:00,外围区,近港区,0
1/28/2018 9:00,核心区,近港区,1
1/28/2018 9:00,核心区,外围区,0
1/28/2018 9:00,近港区,核心区,1
1/28/2018 9:00,近港区,外围区,0
1/28/2018 9:00,外围区,核心区,1
1/28/2018 9:00,外围区,近港区,1
1/28/2018 10:00,核心区,近港区,2
1/28/2018 10:00,核心区,外围区,0
1/28/2018 10:00,近港区,核心区,1
1/28/2018 10:00,近港区,外围区,0
1/28/2018 10:00,外围区,核心区,0
1/28/2018 10:00,外围区,近港区,0
1/28/2018 11:00,核心区,近港区,2
1/28/2018 11:00,核心区,外围区,0
1/28/2018 11:00,近港区,核心区,1
1/28/2018 11:00,近港区,外围区,1
1/28/2018 11:00,外围区,核心区,0
1/28/2018 11:00,外围区,近港区,0
1/28/2018 12:00,核心区,近港区,0
1/28/2018 12:00,核心区,外围区,0
1/28/2018 12:00,近港区,核心区,1
1/28/2018 12:00,近港区,外围区,0
1/28/2018 12:00,外围区,核心区,0
1/28/2018 12:00,外围区,近港区,0
1/28/2018 13:00,核心区,近港区,1
1/28/2018 13:00,核心区,外围区,0
1/28/2018 13:00,近港区,核心区,1
1/28/2018 13:00,近港区,外围区,0
1/28/2018 13:00,外围区,核心区,0
1/28/2018 13:00,外围区,近港区,0
1/28/2018 14:00,核心区,近港区,2
1/28/2018 14:00,核心区,外围区,0
1/28/2018 14:00,近港区,核心区,1
1/28/2018 14:00,近港区,外围区,0
1/28/2018 14:00,外围区,核心区,0
1/28/2018 14:00,外围区,近港区,1
1/28/2018 15:00,核心区,近港区,1
1/28/2018 15:00,核心区,外围区,0
1/28/2018 15:00,近港区,核心区,2
1/28/2018 15:00,近港区,外围区,0
1/28/2018 15:00,外围区,核心区,0
1/28/2018 15:00,外围区,近港区,0
1/28/2018 16:00,核心区,近港区,1
1/28/2018 16:00,核心区,外围区,0
1/28/2018 16:00,近港区,核心区,1
1/28/2018 16:00,近港区,外围区,0
1/28/2018 16:00,外围区,核心区,0
1/28/2018 16:00,外围区,近港区,0
1/28/2018 17:00,核心区,近港区,1
1/28/2018 17:00,核心区,外围区,0
1/28/2018 17:00,近港区,核心区,1
1/28/2018 17:00,近港区,外围区,0
1/28/2018 17:00,外围区,核心区,0
1/28/2018 17:00,外围区,近港区,1
1/28/2018 18:00,核心区,近港区,2
1/28/2018 18:00,核心区,外围区,0
1/28/2018 18:00,近港区,核心区,1
1/28/2018 18:00,近港区,外围区,0
1/28/2018 18:00,外围区,核心区,0
1/28/2018 18:00,外围区,近港区,1
1/28/2018 19:00,核心区,近港区,2
1/28/2018 19:00,核心区,外围区,0
1/28/2018 19:00,近港区,核心区,1
1/28/2018 19:00,近港区,外围区,1
1/28/2018 19:00,外围区,核心区,0
1/28/2018 19:00,外围区,近港区,0
1/28/2018 20:00,核心区,近港区,0
1/28/2018 20:00,核心区,外围区,0
1/28/2018 20:00,近港区,核心区,2
1/28/2018 20:00,近港区,外围区,0
1/28/2018 20:00,外围区,核心区,0
1/28/2018 20:00,外围区,近港区,0
1/28/2018 21:00,核心区,近港区,0
1/28/2018 21:00,核心区,外围区,0
1/28/2018 21:00,近港区,核心区,0
1/28/2018 21:00,近港区,外围区,0
1/28/2018 21:00,外围区,核心区,0
1/28/2018 21:00,外围区,近港区,0
1/28/2018 22:00,核心区,近港区,2
1/28/2018 22:00,核心区,外围区,0
1/28/2018 22:00,近港区,核心区,1
1/28/2018 22:00,近港区,外围区,0
1/28/2018 22:00,外围区,核心区,0
1/28/2018 22:00,外围区,近港区,0
1/28/2018 23:00,核心区,近港区,1
1/28/2018 23:00,核心区,外围区,0
1/28/2018 23:00,近港区,核心区,1
1/28/2018 23:00,近港区,外围区,0
1/28/2018 23:00,外围区,核心区,0
1/28/2018 23:00,外围区,近港区,0
1/29/2018 0:00,核心区,近港区,0
1/29/2018 0:00,核心区,外围区,0
1/29/2018 0:00,近港区,核心区,1
1/29/2018 0:00,近港区,外围区,0
1/29/2018 0:00,外围区,核心区,0
1/29/2018 0:00,外围区,近港区,0
1/29/2018 1:00,核心区,近港区,0
1/29/2018 1:00,核心区,外围区,0
1/29/2018 1:00,近港区,核心区,0
1/29/2018 1:00,近港区,外围区,0
1/29/2018 1:00,外围区,核心区,0
1/29/2018 1:00,外围区,近港区,0
1/29/2018 2:00,核心区,近港区,1
1/29/2018 2:00,核心区,外围区,0
1/29/2018 2:00,近港区,核心区,1
1/29/2018 2:00,近港区,外围区,0
1/29/2018 2:00,外围区,核心区,0
1/29/2018 2:00,外围区,近港区,0
1/29/2018 3:00,核心区,近港区,1
1/29/2018 3:00,核心区,外围区,0
1/29/2018 3:00,近港区,核心区,1
1/29/2018 3:00,近港区,外围区,0
1/29/2018 3:00,外围区,核心区,0
1/29/2018 3:00,外围区,近港区,0
1/29/2018 4:00,核心区,近港区,0
1/29/2018 4:00,核心区,外围区,0
1/29/2018 4:00,近港区,核心区,0
1/29/2018 4:00,近港区,外围区,0
1/29/2018 4:00,外围区,核心区,0
1/29/2018 4:00,外围区,近港区,0
1/29/2018 5:00,核心区,近港区,0
1/29/2018 5:00,核心区,外围区,0
1/29/2018 5:00,近港区,核心区,0
1/29/2018 5:00,近港区,外围区,0
1/29/2018 5:00,外围区,核心区,0
1/29/2018 5:00,外围区,近港区,1
1/29/2018 6:00,核心区,近港区,2
1/29/2018 6:00,核心区,外围区,1
1/29/2018 6:00,近港区,核心区,0
1/29/2018 6:00,近港区,外围区,0
1/29/2018 6:00,外围区,核心区,0
1/29/2018 6:00,外围区,近港区,0
1/29/2018 7:00,核心区,近港区,1
1/29/2018 7:00,核心区,外围区,1
1/29/2018 7:00,近港区,核心区,1
1/29/2018 7:00,近港区,外围区,0
1/29/2018 7:00,外围区,核心区,0
1/29/2018 7:00,外围区,近港区,1
1/29/2018 8:00,核心区,近港区,1
1/29/2018 8:00,核心区,外围区,0
1/29/2018 8:00,近港区,核心区,1
1/29/2018 8:00,近港区,外围区,1
1/29/2018 8:00,外围区,核心区,0
1/29/2018 8:00,外围区,近港区,0
1/29/2018 9:00,核心区,近港区,1
1/29/2018 9:00,核心区,外围区,0
1/29/2018 9:00,近港区,核心区,1
1/29/2018 9:00,近港区,外围区,0
1/29/2018 9:00,外围区,核心区,1
1/29/2018 9:00,外围区,近港区,1
1/29/2018 10:00,核心区,近港区,2
1/29/2018 10:00,核心区,外围区,0
1/29/2018 10:00,近港区,核心区,1
1/29/2018 10:00,近港区,外围区,0
1/29/2018 10:00,外围区,核心区,0
1/29/2018 10:00,外围区,近港区,0
1/29/2018 11:00,核心区,近港区,2
1/29/2018 11:00,核心区,外围区,0
1/29/2018 11:00,近港区,核心区,1
1/29/2018 11:00,近港区,外围区,1
1/29/2018 11:00,外围区,核心区,0
1/29/2018 11:00,外围区,近港区,0
1/29/2018 12:00,核心区,近港区,0
1/29/2018 12:00,核心区,外围区,0
1/29/2018 12:00,近港区,核心区,1
1/29/2018 12:00,近港区,外围区,0
1/29/2018 12:00,外围区,核心区,0
1/29/2018 12:00,外围区,近港区,0
1/29/2018 13:00,核心区,近港区,1
1/29/2018 13:00,核心区,外围区,0
1/29/2018 13:00,近港区,核心区,1
1/29/2018 13:00,近港区,外围区,0
1/29/2018 13:00,外围区,核心区,0
1/29/2018 13:00,外围区,近港区,0
1/29/2018 14:00,核心区,近港区,2
1/29/2018 14:00,核心区,外围区,0
1/29/2018 14:00,近港区,核心区,1
1/29/2018 14:00,近港区,外围区,0
